"","x"
"z[1248]",0.99868
"z[1249]",0.99813
"z[1250]",0.99891
"z[1251]",0.99927
"z[1252]",0.99949
"z[1253]",0.99934
"z[1254]",0.99952
"z[1255]",0.99948
"z[1256]",0.99956
"z[1257]",0.99962
"z[1258]",0.99967
"z[1259]",0.99974
"z[1260]",0.99979
"z[1261]",0.99977
"z[1262]",0.99978
"z[1263]",0.99964
"z[1264]",0.99957
"z[1265]",0.99971
"z[1266]",0.99972
"z[1267]",0.99974
"z[1268]",0.99968
"z[1269]",0.99973
"z[1270]",0.99973
"z[1271]",0.9997
"z[1272]",0.99968
"z[1273]",0.99947
"z[1274]",0.99952
"z[1275]",0.9997
"z[1276]",0.99972
"z[1277]",0.99968
"z[1278]",0.99964
"z[1279]",0.99978
"z[1280]",0.99976
"z[1281]",0.99971
"z[1282]",0.99975
"z[1283]",0.99969
"z[1284]",0.99969
"z[1285]",0.99972
"z[1286]",0.99967
"z[1287]",0.99944
"z[1288]",0.99898
"z[1289]",0.99922
"z[1290]",0.99941
"z[1291]",0.99956
"z[1292]",0.99963
"z[1293]",0.99967
"z[1294]",0.99963
"z[1295]",0.99961
"z[1296]",0.99959
"z[1297]",0.99957
"z[1298]",0.99956
"z[1299]",0.99961
"z[1300]",0.99958
"z[1301]",0.99956
"z[1302]",0.99952
"z[1303]",0.99935
"z[1304]",0.99952
"z[1305]",0.99951
"z[1306]",0.99968
"z[1307]",0.99967
"z[1308]",0.99965
"z[1309]",0.99962
"z[1310]",0.99968
"z[1311]",0.99952
"z[1312]",0.99908
"z[1313]",0.99954
"z[1314]",0.99962
"z[1315]",0.99969
"z[1316]",0.99961
"z[1317]",0.99968
"z[1318]",0.99967
"z[1319]",0.99954
"z[1320]",0.9995
"z[1321]",0.99939
"z[1322]",0.9993
"z[1323]",0.99964
"z[1324]",0.99977
"z[1325]",0.99973
"z[1326]",0.99969
"z[1327]",0.99965
"z[1328]",0.99966
"z[1329]",0.9995
"z[1330]",0.99935
"z[1331]",0.99934
"z[1332]",0.9995
"z[1333]",0.99962
"z[1334]",0.99966
"z[1335]",0.99973
"z[1336]",0.99955
"z[1337]",0.99931
"z[1338]",0.99946
"z[1339]",0.99958
"z[1340]",0.99958
"z[1341]",0.99959
"z[1342]",0.9996
"z[1343]",0.99979
"z[1344]",0.99985
"z[1345]",0.99979
"z[1346]",0.99967
"z[1347]",0.99961
"z[1348]",0.99945
"z[1349]",0.99916
"z[1350]",0.99942
"z[1351]",0.99948
"z[1352]",0.99939
"z[1353]",0.99962
"z[1354]",0.99975
"z[1355]",0.99981
"z[1356]",0.99972
"z[1357]",0.99964
"z[1358]",0.99928
"z[1359]",0.99863
"z[1360]",0.99742
"z[1361]",0.99831
"z[1362]",0.99855
"z[1363]",0.99883
"z[1364]",0.99907
"z[1365]",0.99898
"z[1366]",0.99803
"z[1367]",0.99745
"z[1368]",0.99567
"z[1369]",0.99828
"z[1370]",0.99914
"z[1371]",0.99958
"z[1372]",0.99969
"z[1373]",0.99967
"z[1374]",0.99952
"z[1375]",0.99939
"z[1376]",0.99948
"z[1377]",0.99933
"z[1378]",0.99947
"z[1379]",0.99953
"z[1380]",0.99952
"z[1381]",0.99936
"z[1382]",0.99943
"z[1383]",0.99908
"z[1384]",0.99811
"z[1385]",0.99848
"z[1386]",0.9985
"z[1387]",0.99915
"z[1388]",0.99954
"z[1389]",0.99968
"z[1390]",0.99968
"z[1391]",0.99957
"z[1392]",0.99938
"z[1393]",0.99904
"z[1394]",0.99929
"z[1395]",0.99955
"z[1396]",0.99947
"z[1397]",0.99947
"z[1398]",0.99969
"z[1399]",0.99949
"z[1400]",0.9993
"z[1401]",0.99863
"z[1402]",0.99776
"z[1403]",0.99867
"z[1404]",0.99921
"z[1405]",0.99935
"z[1406]",0.99933
"z[1407]",0.99936
"z[1408]",0.99946
"z[1409]",0.99954
"z[1410]",0.99965
"z[1411]",0.99966
"z[1412]",0.99977
"z[1413]",0.99972
"z[1414]",0.99975
"z[1415]",0.99974
"z[1416]",0.99964
"z[1417]",0.99954
"z[1418]",0.99958
"z[1419]",0.99963
"z[1420]",0.99969
"z[1421]",0.99974
"z[1422]",0.99976
"z[1423]",0.99971
"z[1424]",0.99972
"z[1425]",0.99979
"z[1426]",0.99973
"z[1427]",0.99968
"z[1428]",0.99971
"z[1429]",0.99971
"z[1430]",0.99983
"z[1431]",0.99983
"z[1432]",0.99984
"z[1433]",0.99976
"z[1434]",0.99966
"z[1435]",0.99957
"z[1436]",0.99967
"z[1437]",0.99969
"z[1438]",0.99962
"z[1439]",0.99954
"z[1440]",0.99957
"z[1441]",0.99961
"z[1442]",0.99959
"z[1443]",0.99976
"z[1444]",0.99965
"z[1445]",0.99962
"z[1446]",0.99958
"z[1447]",0.99958
"z[1448]",0.99964
"z[1449]",0.99977
"z[1450]",0.99975
"z[1451]",0.99976
"z[1452]",0.99962
"z[1453]",0.99967
"z[1454]",0.99968
"z[1455]",0.99967
"z[1456]",0.9998
"z[1457]",0.99971
"z[1458]",0.99968
"z[1459]",0.9995
"z[1460]",0.99959
"z[1461]",0.99958
"z[1462]",0.99963
"z[1463]",0.99971
"z[1464]",0.99971
"z[1465]",0.9998
"z[1466]",0.99971
"z[1467]",0.99959
"z[1468]",0.99958
"z[1469]",0.99962
"z[1470]",0.99949
"z[1471]",0.99909
"z[1472]",0.99886
"z[1473]",0.99928
"z[1474]",0.99945
"z[1475]",0.99954
"z[1476]",0.99956
"z[1477]",0.99954
"z[1478]",0.99965
"z[1479]",0.99968
"z[1480]",0.99959
"z[1481]",0.99952
"z[1482]",0.99966
"z[1483]",0.99979
"z[1484]",0.99974
"z[1485]",0.99964
"z[1486]",0.99954
"z[1487]",0.99955
"z[1488]",0.99952
"z[1489]",0.99959
"z[1490]",0.99968
"z[1491]",0.99976
"z[1492]",0.99971
"z[1493]",0.99966
"z[1494]",0.99952
"z[1495]",0.99957
"z[1496]",0.99944
"z[1497]",0.99938
"z[1498]",0.99924
"z[1499]",0.99934
"z[1500]",0.99955
"z[1501]",0.99958
"z[1502]",0.99963
"z[1503]",0.99961
"z[1504]",0.99957
"z[1505]",0.99908
"z[1506]",0.99828
"z[1507]",0.99755
"z[1508]",0.99512
"z[1509]",0.99653
"z[1510]",0.99749
"z[1511]",0.9986
"z[1512]",0.99931
"z[1513]",0.99944
"z[1514]",0.99943
"z[1515]",0.99944
"z[1516]",0.99932
"z[1517]",0.99898
"z[1518]",0.99849
"z[1519]",0.99698
"z[1520]",0.99454
"z[1521]",0.98819
"z[1522]",0.97202
"z[1523]",0.9685
"z[1524]",0.98247
"z[1525]",0.98961
"z[1526]",0.99247
"z[1527]",0.99309
"z[1528]",0.99674
"z[1529]",0.99837
"z[1530]",0.99896
"z[1531]",0.9993
"z[1532]",0.99925
"z[1533]",0.99904
"z[1534]",0.99924
"z[1535]",0.99944
"z[1536]",0.99955
"z[1537]",0.99931
"z[1538]",0.99911
"z[1539]",0.99927
"z[1540]",0.99918
"z[1541]",0.99903
"z[1542]",0.99907
"z[1543]",0.99923
"z[1544]",0.99894
"z[1545]",0.99888
"z[1546]",0.9977
"z[1547]",0.99578
"z[1548]",0.99107
"z[1549]",0.98515
"z[1550]",0.97612
"z[1551]",0.9601
"z[1552]",0.94983
"z[1553]",0.93989
"z[1554]",0.94044
"z[1555]",0.93473
"z[1556]",0.93551
"z[1557]",0.93177
"z[1558]",0.9209
"z[1559]",0.90295
"z[1560]",0.86535
"z[1561]",0.81369
"z[1562]",0.72369
"z[1563]",0.56623
"z[1564]",0.17097
"z[1565]",0.48632
"z[1566]",0.74272
"z[1567]",0.87072
"z[1568]",0.92146
"z[1569]",0.94175
"z[1570]",0.94808
"z[1571]",0.97795
"z[1572]",0.99018
"z[1573]",0.99558
"z[1574]",0.99786
"z[1575]",0.99862
"z[1576]",0.99895
"z[1577]",0.99914
"z[1578]",0.99912
"z[1579]",0.99867
"z[1580]",0.99753
"z[1581]",0.99733
"z[1582]",0.99639
"z[1583]",0.99362
"z[1584]",0.98559
"z[1585]",0.9881
"z[1586]",0.98844
"z[1587]",0.99399
"z[1588]",0.99631
"z[1589]",0.99765
"z[1590]",0.99884
"z[1591]",0.99922
"z[1592]",0.99959
"z[1593]",0.99968
"z[1594]",0.99962
"z[1595]",0.99957
"z[1596]",0.99966
"z[1597]",0.99959
"z[1598]",0.99941
"z[1599]",0.99897
"z[1600]",0.99819
"z[1601]",0.99697
"z[1602]",0.99426
"z[1603]",0.99705
"z[1604]",0.99806
"z[1605]",0.99839
"z[1606]",0.99833
"z[1607]",0.99846
"z[1608]",0.99814
"z[1609]",0.99783
"z[1610]",0.99891
"z[1611]",0.99939
"z[1612]",0.99965
"z[1613]",0.99964
"z[1614]",0.99967
"z[1615]",0.99967
"z[1616]",0.99954
"z[1617]",0.99951
"z[1618]",0.99934
"z[1619]",0.99907
"z[1620]",0.99915
"z[1621]",0.9994
"z[1622]",0.99954
"z[1623]",0.99957
"z[1624]",0.99952
"z[1625]",0.99946
"z[1626]",0.99951
"z[1627]",0.99964
"z[1628]",0.99981
"z[1629]",0.99984
"z[1630]",0.99973
"z[1631]",0.99977
"z[1632]",0.99966
"z[1633]",0.99959
"z[1634]",0.99945
"z[1635]",0.99941
"z[1636]",0.99922
"z[1637]",0.9987
"z[1638]",0.99792
"z[1639]",0.99568
"z[1640]",0.99105
"z[1641]",0.98344
"z[1642]",0.96839
"z[1643]",0.93069
"z[1644]",0.86595
"z[1645]",0.71985
"z[1646]",0.37177
"z[1647]",0.37263
"z[1648]",0.36782
"z[1649]",0.34435
"z[1650]",0.27876
"z[1651]",0.26811
"z[1652]",0.23225
"z[1653]",0.42453
"z[1654]",0.50499
"z[1655]",0.55721
"z[1656]",0.66373
"z[1657]",0.74114
"z[1658]",0.79925
"z[1659]",0.87649
"z[1660]",0.90608
"z[1661]",0.92109
"z[1662]",0.92865
"z[1663]",0.93327
"z[1664]",0.93215
"z[1665]",0.92732
"z[1666]",0.93075
"z[1667]",0.96939
"z[1668]",0.98661
"z[1669]",0.99351
"z[1670]",0.99635
"z[1671]",0.99784
"z[1672]",0.99866
"z[1673]",0.9989
"z[1674]",0.99943
"z[1675]",0.99963
"z[1676]",0.99976
"z[1677]",0.99978
"z[1678]",0.99972
"z[1679]",0.99978
"z[1680]",0.99947
"z[1681]",0.99936
"z[1682]",0.99924
"z[1683]",0.99902
"z[1684]",0.9988
"z[1685]",0.9981
"z[1686]",0.99832
"z[1687]",0.99882
"z[1688]",0.99862
"z[1689]",0.99799
"z[1690]",0.99783
"z[1691]",0.99779
"z[1692]",0.99867
"z[1693]",0.99894
"z[1694]",0.99878
"z[1695]",0.99867
"z[1696]",0.9994
"z[1697]",0.99966
"z[1698]",0.99974
"z[1699]",0.99979
"z[1700]",0.99976
"z[1701]",0.9998
"z[1702]",0.9998
"z[1703]",0.99971
"z[1704]",0.99972
"z[1705]",0.99959
"z[1706]",0.99942
"z[1707]",0.99944
"z[1708]",0.99932
"z[1709]",0.99925
"z[1710]",0.99888
"z[1711]",0.9994
"z[1712]",0.99952
"z[1713]",0.99956
"z[1714]",0.99959
"z[1715]",0.99964
"z[1716]",0.99981
"z[1717]",0.99974
"z[1718]",0.99981
"z[1719]",0.99988
"z[1720]",0.99984
"z[1721]",0.99971
"z[1722]",0.99959
"z[1723]",0.99973
"z[1724]",0.99967
"z[1725]",0.99974
"z[1726]",0.99967
"z[1727]",0.99973
"z[1728]",0.99978
"z[1729]",0.99969
"z[1730]",0.99963
"z[1731]",0.99931
"z[1732]",0.99852
"z[1733]",0.99804
"z[1734]",0.99891
"z[1735]",0.99947
"z[1736]",0.99964
"z[1737]",0.99964
"z[1738]",0.99976
"z[1739]",0.99976
"z[1740]",0.99977
"z[1741]",0.99975
"z[1742]",0.99966
"z[1743]",0.99979
"z[1744]",0.99978
"z[1745]",0.99963
"z[1746]",0.99953
"z[1747]",0.99963
"z[1748]",0.99962
"z[1749]",0.99948
"z[1750]",0.9992
"z[1751]",0.99827
"z[1752]",0.99805
"z[1753]",0.99718
"z[1754]",0.9949
"z[1755]",0.99148
"z[1756]",0.99053
"z[1757]",0.98712
"z[1758]",0.98379
"z[1759]",0.98668
"z[1760]",0.98695
"z[1761]",0.98847
"z[1762]",0.98819
"z[1763]",0.98656
"z[1764]",0.99418
"z[1765]",0.99705
"z[1766]",0.99806
"z[1767]",0.99774
"z[1768]",0.99664
"z[1769]",0.99284
"z[1770]",0.98446
"z[1771]",0.98751
"z[1772]",0.98859
"z[1773]",0.99385
"z[1774]",0.99587
"z[1775]",0.99715
"z[1776]",0.99825
"z[1777]",0.99894
"z[1778]",0.99918
"z[1779]",0.99883
"z[1780]",0.99923
"z[1781]",0.99942
"z[1782]",0.99945
"z[1783]",0.99943
"z[1784]",0.99886
"z[1785]",0.99816
"z[1786]",0.99682
"z[1787]",0.99665
"z[1788]",0.99711
"z[1789]",0.99741
"z[1790]",0.99696
"z[1791]",0.9964
"z[1792]",0.9976
"z[1793]",0.99781
"z[1794]",0.99731
"z[1795]",0.99572
"z[1796]",0.99648
"z[1797]",0.99597
"z[1798]",0.99595
"z[1799]",0.99498
"z[1800]",0.99231
"z[1801]",0.99347
"z[1802]",0.99454
"z[1803]",0.99478
"z[1804]",0.99543
"z[1805]",0.99518
"z[1806]",0.9963
"z[1807]",0.99618
"z[1808]",0.99624
"z[1809]",0.99515
"z[1810]",0.99398
"z[1811]",0.99497
"z[1812]",0.99535
"z[1813]",0.99513
"z[1814]",0.99415
"z[1815]",0.99429
"z[1816]",0.99257
"z[1817]",0.98948
"z[1818]",0.98612
"z[1819]",0.97763
"z[1820]",0.96814
"z[1821]",0.97515
"z[1822]",0.97693
"z[1823]",0.97392
"z[1824]",0.96914
"z[1825]",0.95871
"z[1826]",0.93736
"z[1827]",0.88297
"z[1828]",0.79766
"z[1829]",0.59196
"z[1830]",0.06758
"z[1831]",0.05027
"z[1832]",0.07674
"z[1833]",0.08573
"z[1834]",0.10551
"z[1835]",0.11059
"z[1836]",0.11354
"z[1837]",0.10891
"z[1838]",0.09262
"z[1839]",0.06645
"z[1840]",0.00528
"z[1841]",0.01481
"z[1842]",0.02023
"z[1843]",0.03131
"z[1844]",0.04262
"z[1845]",0.04565
"z[1846]",0.04383
"z[1847]",0.04023
"z[1848]",0.04699
"z[1849]",0.04636
"z[1850]",0.03804
"z[1851]",0.02628
"z[1852]",0.00956
"z[1853]",0.01927
"z[1854]",0.02588
"z[1855]",0.02744
"z[1856]",0.0406
"z[1857]",0.20275
"z[1858]",0.27413
"z[1859]",0.51324
"z[1860]",0.62524
"z[1861]",0.67485
"z[1862]",0.79809
"z[1863]",0.86537
"z[1864]",0.89159
"z[1865]",0.90417
"z[1866]",0.94806
"z[1867]",0.96671
"z[1868]",0.98245
"z[1869]",0.98879
"z[1870]",0.99163
"z[1871]",0.99696
"z[1872]",0.99864
"z[1873]",0.99936
"z[1874]",0.99966
"z[1875]",0.99952
"z[1876]",0.99915
"z[1877]",0.99796
"z[1878]",0.99604
"z[1879]",0.99083
"z[1880]",0.99101
"z[1881]",0.98959
"z[1882]",0.98473
"z[1883]",0.9732
"z[1884]",0.96994
"z[1885]",0.9664
"z[1886]",0.95534
"z[1887]",0.9251
"z[1888]",0.87175
"z[1889]",0.80465
"z[1890]",0.62615
"z[1891]",0.6366
"z[1892]",0.74843
"z[1893]",0.83531
"z[1894]",0.88672
"z[1895]",0.90748
"z[1896]",0.91532
"z[1897]",0.91701
"z[1898]",0.9251
"z[1899]",0.94128
"z[1900]",0.94971
"z[1901]",0.95322
"z[1902]",0.96247
"z[1903]",0.96631
"z[1904]",0.96466
"z[1905]",0.95546
"z[1906]",0.93888
"z[1907]",0.92259
"z[1908]",0.88983
"z[1909]",0.89241
"z[1910]",0.88686
"z[1911]",0.9464
"z[1912]",0.96975
"z[1913]",0.98004
"z[1914]",0.9839
"z[1915]",0.98374
"z[1916]",0.98024
"z[1917]",0.97539
"z[1918]",0.96009
"z[1919]",0.93881
"z[1920]",0.88651
"z[1921]",0.75171
"z[1922]",0.53043
"z[1923]",0.31335
"z[1924]",0.2972
"z[1925]",0.25314
"z[1926]",0.22158
"z[1927]",0.16021
"z[1928]",0.00884
"z[1929]",0.01048
"z[1930]",0.01237
"z[1931]",0.01652
"z[1932]",0.02342
"z[1933]",0.05111
"z[1934]",0.06087
"z[1935]",0.0622
"z[1936]",0.06083
"z[1937]",0.05068
"z[1938]",0.04329
"z[1939]",0.02768
"z[1940]",0.2156
"z[1941]",0.28723
"z[1942]",0.31676
"z[1943]",0.32582
"z[1944]",0.32014
"z[1945]",0.29458
"z[1946]",0.29571
"z[1947]",0.2913
"z[1948]",0.28871
"z[1949]",0.27398
"z[1950]",0.67833
"z[1951]",0.85708
"z[1952]",0.93487
"z[1953]",0.96593
"z[1954]",0.97985
"z[1955]",0.98579
"z[1956]",0.99051
"z[1957]",0.99325
"z[1958]",0.99485
"z[1959]",0.99575
"z[1960]",0.99622
"z[1961]",0.99627
"z[1962]",0.99585
"z[1963]",0.99389
"z[1964]",0.99056
"z[1965]",0.98669
"z[1966]",0.98301
"z[1967]",0.97419
"z[1968]",0.95517
"z[1969]",0.90528
"z[1970]",0.77813
"z[1971]",0.52965
"z[1972]",0.34147
"z[1973]",0.21852
"z[1974]",0.10834
"z[1975]",0.07871
"z[1976]",0.01324
"z[1977]",0.00715
"z[1978]",0
"z[1979]",0
"z[1980]",0.00088
"z[1981]",0.00049
"z[1982]",0.00121
"z[1983]",0.00138
"z[1984]",0.04043
"z[1985]",0.05494
"z[1986]",0.05823
"z[1987]",0.0562
"z[1988]",0.05598
"z[1989]",0.05158
"z[1990]",0.03416
"z[1991]",0.04285
"z[1992]",0.05214
"z[1993]",0.06382
"z[1994]",0.14054
"z[1995]",0.20321
"z[1996]",0.23382
"z[1997]",0.3
"z[1998]",0.32685
"z[1999]",0.51251
"z[2000]",0.58965
"z[2001]",0.61758
"z[2002]",0.62638
"z[2003]",0.73646
"z[2004]",0.78635
"z[2005]",0.80739
"z[2006]",0.81538
"z[2007]",0.82209
"z[2008]",0.81961
"z[2009]",0.81275
"z[2010]",0.79848
"z[2011]",0.80319
"z[2012]",0.79775
"z[2013]",0.79025
"z[2014]",0.76802
"z[2015]",0.71296
"z[2016]",0.66965
"z[2017]",0.62273
"z[2018]",0.53411
"z[2019]",0.51383
"z[2020]",0.48184
"z[2021]",0.40106
"z[2022]",0.38539
"z[2023]",0.39548
"z[2024]",0.39091
"z[2025]",0.36992
"z[2026]",0.31299
"z[2027]",0.26695
"z[2028]",0.15761
"z[2029]",0.0234
"z[2030]",0.08649
"z[2031]",0.15795
"z[2032]",0.26801
"z[2033]",0.32055
"z[2034]",0.35749
"z[2035]",0.39347
"z[2036]",0.54257
"z[2037]",0.65625
"z[2038]",0.74524
"z[2039]",0.79395
"z[2040]",0.81285
"z[2041]",0.83787
"z[2042]",0.85346
"z[2043]",0.86252
"z[2044]",0.86392
"z[2045]",0.93999
"z[2046]",0.97325
"z[2047]",0.98634
"z[2048]",0.99228
"z[2049]",0.99651
"z[2050]",0.99817
"z[2051]",0.99911
"z[2052]",0.99949
"z[2053]",0.99964
"z[2054]",0.99967
"z[2055]",0.9996
"z[2056]",0.99965
"z[2057]",0.99958
"z[2058]",0.99945
"z[2059]",0.99903
"z[2060]",0.99868
"z[2061]",0.99896
"z[2062]",0.99908
"z[2063]",0.99869
"z[2064]",0.99775
"z[2065]",0.99509
"z[2066]",0.99022
"z[2067]",0.98759
"z[2068]",0.99357
"z[2069]",0.99598
"z[2070]",0.99853
"z[2071]",0.99928
"z[2072]",0.99951
"z[2073]",0.9994
"z[2074]",0.99966
"z[2075]",0.99975
"z[2076]",0.99973
"z[2077]",0.99962
"z[2078]",0.99956
"z[2079]",0.99949
"z[2080]",0.9997
"z[2081]",0.99969
"z[2082]",0.9996
"z[2083]",0.99962
"z[2084]",0.99952
"z[2085]",0.99953
"z[2086]",0.99933
"z[2087]",0.99946
"z[2088]",0.9992
"z[2089]",0.99853
"z[2090]",0.99853
"z[2091]",0.99868
"z[2092]",0.99868
"z[2093]",0.99855
"z[2094]",0.99797
"z[2095]",0.99617
"z[2096]",0.99497
"z[2097]",0.99448
"z[2098]",0.99209
"z[2099]",0.98589
"z[2100]",0.9705
"z[2101]",0.95653
"z[2102]",0.94581
"z[2103]",0.96105
"z[2104]",0.96657
"z[2105]",0.96983
"z[2106]",0.9816
"z[2107]",0.98872
"z[2108]",0.99097
"z[2109]",0.99196
"z[2110]",0.99349
"z[2111]",0.99537
"z[2112]",0.99758
"z[2113]",0.99852
"z[2114]",0.9993
"z[2115]",0.99946
"z[2116]",0.99928
"z[2117]",0.99931
"z[2118]",0.99907
"z[2119]",0.99848
"z[2120]",0.99787
"z[2121]",0.99673
"z[2122]",0.99422
"z[2123]",0.99544
"z[2124]",0.9949
"z[2125]",0.99323
"z[2126]",0.99038
"z[2127]",0.98242
"z[2128]",0.96279
"z[2129]",0.94374
"z[2130]",0.92409
"z[2131]",0.92193
"z[2132]",0.90919
"z[2133]",0.87531
"z[2134]",0.8127
"z[2135]",0.80294
"z[2136]",0.77452
"z[2137]",0.79859
"z[2138]",0.81723
"z[2139]",0.90216
"z[2140]",0.93567
"z[2141]",0.95333
"z[2142]",0.95882
"z[2143]",0.97292
"z[2144]",0.98836
"z[2145]",0.99467
"z[2146]",0.99688
"z[2147]",0.99745
"z[2148]",0.99716
"z[2149]",0.99798
"z[2150]",0.99791
"z[2151]",0.99786
"z[2152]",0.9967
"z[2153]",0.99543
"z[2154]",0.99359
"z[2155]",0.98869
"z[2156]",0.97497
"z[2157]",0.95902
"z[2158]",0.92316
"z[2159]",0.86274
"z[2160]",0.70686
"z[2161]",0.34131
"z[2162]",0.26987
"z[2163]",0.09343
"z[2164]",0.09006
"z[2165]",0.07399
"z[2166]",0.03893
"z[2167]",0.0293
"z[2168]",0.0097
"z[2169]",0.0012
"z[2170]",0.00095
"z[2171]",0
"z[2172]",0.01329
"z[2173]",0.02112
"z[2174]",0.02414
"z[2175]",0.02198
"z[2176]",0.01606
"z[2177]",0.01373
"z[2178]",0.01255
"z[2179]",0.00989
"z[2180]",0.00788
"z[2181]",0.01225
"z[2182]",0.02479
"z[2183]",0.02935
"z[2184]",0.0303
"z[2185]",0.03069
"z[2186]",0.02704
"z[2187]",0.01594
"z[2188]",0
"z[2189]",4e-05
"z[2190]",0
"z[2191]",0
"z[2192]",0.00188
"z[2193]",0.00203
"z[2194]",0.00133
"z[2195]",0
"z[2196]",3e-05
"z[2197]",0
"z[2198]",0
"z[2199]",0.00022
"z[2200]",0.00173
"z[2201]",0.00176
"z[2202]",0.00022
"z[2203]",0.00487
"z[2204]",0.00577
"z[2205]",0.0043
"z[2206]",0
"z[2207]",0.00019
"z[2208]",0.00716
"z[2209]",0.00879
"z[2210]",0.00686
"z[2211]",0
"z[2212]",0
"z[2213]",0.00031
"z[2214]",0.00071
"z[2215]",0.00135
"z[2216]",0.00066
"z[2217]",0.00049
"z[2218]",2e-05
"z[2219]",0.00095
"z[2220]",0.00219
"z[2221]",0.00151
"z[2222]",0
"z[2223]",0.45837
"z[2224]",0.74374
"z[2225]",0.8772
"z[2226]",0.9289
"z[2227]",0.9534
"z[2228]",0.96726
"z[2229]",0.977
"z[2230]",0.97982
"z[2231]",0.98099
"z[2232]",0.97833
"z[2233]",0.98158
"z[2234]",0.98577
"z[2235]",0.99057
"z[2236]",0.9918
"z[2237]",0.99119
"z[2238]",0.99242
"z[2239]",0.99213
"z[2240]",0.99253
"z[2241]",0.99121
"z[2242]",0.9887
"z[2243]",0.98276
"z[2244]",0.97155
"z[2245]",0.95504
"z[2246]",0.9156
"z[2247]",0.82406
"z[2248]",0.65554
"z[2249]",0.42145
"z[2250]",0.40332
"z[2251]",0.3626
"z[2252]",0.25697
"z[2253]",0.01248
"z[2254]",0.01104
"z[2255]",0.00852
"z[2256]",0.00146
"z[2257]",8e-04
"z[2258]",0.00473
"z[2259]",0.00682
"z[2260]",0.00684
"z[2261]",0.00333
"z[2262]",0.00321
"z[2263]",0.00031
"z[2264]",0.00309
"z[2265]",0.01889
"z[2266]",0.02406
"z[2267]",0.03733
"z[2268]",0.04244
"z[2269]",0.04848
"z[2270]",0.04729
"z[2271]",0.07615
"z[2272]",0.08607
"z[2273]",0.08615
"z[2274]",0.08793
"z[2275]",0.08688
"z[2276]",0.07623
"z[2277]",0.04573
"z[2278]",0.02465
"z[2279]",0.02706
"z[2280]",0.02472
"z[2281]",0.01498
"z[2282]",0.00279
"z[2283]",0.00256
"z[2284]",0.00025
"z[2285]",9e-05
"z[2286]",0.00346
"z[2287]",0.00448
"z[2288]",0.00338
"z[2289]",0.00611
"z[2290]",0.00761
"z[2291]",0.00695
"z[2292]",0.00725
"z[2293]",0.00611
"z[2294]",0.00843
"z[2295]",0.01018
"z[2296]",0.00916
"z[2297]",0.00735
"z[2298]",0.00308
"z[2299]",0.00392
"z[2300]",0.00353
"z[2301]",0.00018
"z[2302]",0.00058
"z[2303]",2e-05
"z[2304]",0.00017
"z[2305]",0.0016
"z[2306]",0.00203
"z[2307]",0.00413
"z[2308]",0.00555
"z[2309]",0.00434
"z[2310]",0.04752
"z[2311]",0.0646
"z[2312]",0.11343
"z[2313]",0.14425
"z[2314]",0.15982
"z[2315]",0.16284
"z[2316]",0.16423
"z[2317]",0.15385
"z[2318]",0.15338
"z[2319]",0.27154
"z[2320]",0.32568
"z[2321]",0.34651
"z[2322]",0.35187
"z[2323]",0.35073
"z[2324]",0.33408
"z[2325]",0.31076
"z[2326]",0.24748
"z[2327]",0.14591
"z[2328]",0.09011
"z[2329]",0.06439
"z[2330]",0.00048
"z[2331]",0.00166
"z[2332]",0.00143
"z[2333]",0.00235
"z[2334]",0.00206
"z[2335]",0.00805
"z[2336]",0.01134
"z[2337]",0.01583
"z[2338]",0.01593
"z[2339]",0.03794
"z[2340]",0.04607
"z[2341]",0.04932
"z[2342]",0.05393
"z[2343]",0.05165
"z[2344]",0.0436
"z[2345]",0.02848
"z[2346]",0.02715
"z[2347]",0.02011
"z[2348]",0.00146
"z[2349]",0.0023
"z[2350]",0.0029
"z[2351]",0.02419
"z[2352]",0.09542
"z[2353]",0.12409
"z[2354]",0.13376
"z[2355]",0.1326
"z[2356]",0.1301
"z[2357]",0.12045
"z[2358]",0.10042
"z[2359]",0.09041
"z[2360]",0.09869
"z[2361]",0.10641
"z[2362]",0.11764
"z[2363]",0.12337
"z[2364]",0.1207
"z[2365]",0.1175
"z[2366]",0.10349
"z[2367]",0.06448
"z[2368]",0.07948
"z[2369]",0.08181
"z[2370]",0.07777
"z[2371]",0.06845
"z[2372]",0.04669
"z[2373]",0.01186
"z[2374]",0.00779
"z[2375]",0.00876
"z[2376]",0.0124
"z[2377]",0.04803
"z[2378]",0.13436
"z[2379]",0.18395
"z[2380]",0.20102
"z[2381]",0.20417
"z[2382]",0.30369
"z[2383]",0.34748
"z[2384]",0.44163
"z[2385]",0.47813
"z[2386]",0.54541
"z[2387]",0.59058
"z[2388]",0.60605
"z[2389]",0.60891
"z[2390]",0.75494
"z[2391]",0.83464
"z[2392]",0.86599
"z[2393]",0.87808
"z[2394]",0.89226
"z[2395]",0.89541
"z[2396]",0.90881
"z[2397]",0.91124
"z[2398]",0.91516
"z[2399]",0.92834
"z[2400]",0.96313
"z[2401]",0.98
"z[2402]",0.98902
"z[2403]",0.99263
"z[2404]",0.99376
"z[2405]",0.99241
"z[2406]",0.98877
"z[2407]",0.98016
"z[2408]",0.96064
"z[2409]",0.91124
"z[2410]",0.82923
"z[2411]",0.66796
"z[2412]",0.4543
"z[2413]",0.45862
"z[2414]",0.44815
"z[2415]",0.45099
"z[2416]",0.44095
