"","x"
"z[2417]",0.42218
"z[2418]",0.4016
"z[2419]",0.34573
"z[2420]",0.3467
"z[2421]",0.34722
"z[2422]",0.33253
"z[2423]",0.30005
"z[2424]",0.28543
"z[2425]",0.25379
"z[2426]",0.22627
"z[2427]",0.15786
"z[2428]",0.12365
"z[2429]",0.11102
"z[2430]",0.07687
"z[2431]",0.08372
"z[2432]",0.08152
"z[2433]",0.07615
"z[2434]",0.06848
"z[2435]",0.05534
"z[2436]",0.03706
"z[2437]",0.03359
"z[2438]",0.01999
"z[2439]",0.01002
"z[2440]",0.00691
"z[2441]",0.00409
"z[2442]",0.00753
"z[2443]",0.00789
"z[2444]",0.00614
"z[2445]",0.00334
"z[2446]",0.08759
"z[2447]",0.13205
"z[2448]",0.15322
"z[2449]",0.15912
"z[2450]",0.15456
"z[2451]",0.14215
"z[2452]",0.11758
"z[2453]",0.11036
"z[2454]",0.08614
"z[2455]",0.06683
"z[2456]",0.01633
"z[2457]",0.016
"z[2458]",0.01083
"z[2459]",0.03755
"z[2460]",0.04817
"z[2461]",0.05091
"z[2462]",0.04676
"z[2463]",0.04367
"z[2464]",0.04035
"z[2465]",0.02728
"z[2466]",0.02472
"z[2467]",0.01507
"z[2468]",0.01393
"z[2469]",0.01033
"z[2470]",0.00832
"z[2471]",0.00136
"z[2472]",2e-04
"z[2473]",0.00068
"z[2474]",1e-05
"z[2475]",0.00253
"z[2476]",0.00295
"z[2477]",0.00134
"z[2478]",0.00382
"z[2479]",0.00411
"z[2480]",0.00492
"z[2481]",0.00412
"z[2482]",0.00264
"z[2483]",0.00051
"z[2484]",0.17083
"z[2485]",0.54107
"z[2486]",0.76975
"z[2487]",0.88656
"z[2488]",0.93945
"z[2489]",0.96472
"z[2490]",0.97647
"z[2491]",0.98215
"z[2492]",0.98727
"z[2493]",0.98945
"z[2494]",0.98954
"z[2495]",0.98972
"z[2496]",0.98791
"z[2497]",0.99243
"z[2498]",0.99484
"z[2499]",0.99651
"z[2500]",0.99708
"z[2501]",0.99635
"z[2502]",0.99681
"z[2503]",0.99694
"z[2504]",0.99589
"z[2505]",0.99377
"z[2506]",0.99453
"z[2507]",0.99368
"z[2508]",0.99201
"z[2509]",0.99437
"z[2510]",0.99576
"z[2511]",0.99779
"z[2512]",0.99886
"z[2513]",0.99904
"z[2514]",0.99914
"z[2515]",0.99902
"z[2516]",0.99922
"z[2517]",0.99908
"z[2518]",0.99841
"z[2519]",0.99663
"z[2520]",0.99287
"z[2521]",0.98895
"z[2522]",0.97914
"z[2523]",0.97579
"z[2524]",0.96639
"z[2525]",0.94212
"z[2526]",0.88487
"z[2527]",0.73613
"z[2528]",0.36498
"z[2529]",1e-05
"z[2530]",0.00301
"z[2531]",0.00332
"z[2532]",9e-04
"z[2533]",0.0084
"z[2534]",0.01487
"z[2535]",0.02957
"z[2536]",0.03541
"z[2537]",0.04241
"z[2538]",0.04758
"z[2539]",0.0486
"z[2540]",0.0418
"z[2541]",0.0298
"z[2542]",0.00089
"z[2543]",0.00486
"z[2544]",0.00578
"z[2545]",0.00436
"z[2546]",9.99999999999999e-06
"z[2547]",0.00025
"z[2548]",0.01297
"z[2549]",0.02324
"z[2550]",0.02583
"z[2551]",0.02792
"z[2552]",0.02469
"z[2553]",0.01247
"z[2554]",0.00189
"z[2555]",0.00255
"z[2556]",0.00104
"z[2557]",0.00513
"z[2558]",0.00598
"z[2559]",0.00534
"z[2560]",0.00449
"z[2561]",1e-04
"z[2562]",0.00847
"z[2563]",0.01126
"z[2564]",0.01124
"z[2565]",0.00831
"z[2566]",0.00887
"z[2567]",0.00894
"z[2568]",0.00948
"z[2569]",0.00784
"z[2570]",0.0016
"z[2571]",0.00078
"z[2572]",4e-05
"z[2573]",0.00043
"z[2574]",9e-05
"z[2575]",0.00129
"z[2576]",0.00101
"z[2577]",0.00014
"z[2578]",0
"z[2579]",0
"z[2580]",0.00903
"z[2581]",0.01178
"z[2582]",0.01208
"z[2583]",0.08698
"z[2584]",0.11781
"z[2585]",0.24676
"z[2586]",0.29598
"z[2587]",0.3146
"z[2588]",0.33751
"z[2589]",0.34086
"z[2590]",0.36275
"z[2591]",0.37087
"z[2592]",0.36586
"z[2593]",0.35461
"z[2594]",0.32774
"z[2595]",0.28769
"z[2596]",0.23485
"z[2597]",0.16537
"z[2598]",0.0039
"z[2599]",0.00034
"z[2600]",0
"z[2601]",0
"z[2602]",0
"z[2603]",0.00162
"z[2604]",0.00299
"z[2605]",0.00255
"z[2606]",0.00011
"z[2607]",0.00199
"z[2608]",0.00394
"z[2609]",0.00371
"z[2610]",0.00256
"z[2611]",0.00062
"z[2612]",0.00013
"z[2613]",0.00181
"z[2614]",0.00173
"z[2615]",0.0026
"z[2616]",0.00189
"z[2617]",0.00016
"z[2618]",0.00024
"z[2619]",0.00062
"z[2620]",0.00017
"z[2621]",0.00093
"z[2622]",0.00091
"z[2623]",0.00109
"z[2624]",0.00011
"z[2625]",0.00057
"z[2626]",4e-05
"z[2627]",0.00023
"z[2628]",5e-04
"z[2629]",0.00094
"z[2630]",5e-05
"z[2631]",0.01459
"z[2632]",0.01947
"z[2633]",0.05809
"z[2634]",0.32501
"z[2635]",0.49014
"z[2636]",0.59384
"z[2637]",0.66577
"z[2638]",0.71077
"z[2639]",0.72908
"z[2640]",0.74184
"z[2641]",0.78476
"z[2642]",0.79991
"z[2643]",0.80302
"z[2644]",0.80731
"z[2645]",0.82295
"z[2646]",0.83183
"z[2647]",0.8283
"z[2648]",0.87351
"z[2649]",0.90687
"z[2650]",0.93064
"z[2651]",0.94053
"z[2652]",0.94239
"z[2653]",0.94402
"z[2654]",0.94307
"z[2655]",0.94095
"z[2656]",0.95316
"z[2657]",0.95942
"z[2658]",0.97511
"z[2659]",0.98172
"z[2660]",0.98415
"z[2661]",0.9848
"z[2662]",0.98257
"z[2663]",0.97886
"z[2664]",0.9683
"z[2665]",0.96146
"z[2666]",0.95291
"z[2667]",0.94052
"z[2668]",0.93049
"z[2669]",0.92312
"z[2670]",0.90609
"z[2671]",0.90596
"z[2672]",0.89699
"z[2673]",0.94569
"z[2674]",0.97281
"z[2675]",0.98456
"z[2676]",0.98908
"z[2677]",0.99264
"z[2678]",0.9945
"z[2679]",0.99667
"z[2680]",0.99728
"z[2681]",0.9976
"z[2682]",0.9979
"z[2683]",0.99767
"z[2684]",0.99834
"z[2685]",0.99877
"z[2686]",0.99876
"z[2687]",0.99916
"z[2688]",0.9994
"z[2689]",0.99945
"z[2690]",0.99955
"z[2691]",0.9996
"z[2692]",0.99958
"z[2693]",0.99957
"z[2694]",0.9995
"z[2695]",0.99933
"z[2696]",0.99893
"z[2697]",0.99875
"z[2698]",0.99802
"z[2699]",0.9979
"z[2700]",0.99861
"z[2701]",0.99831
"z[2702]",0.99744
"z[2703]",0.99531
"z[2704]",0.99101
"z[2705]",0.98027
"z[2706]",0.95678
"z[2707]",0.93765
"z[2708]",0.93405
"z[2709]",0.92921
"z[2710]",0.91878
"z[2711]",0.89188
"z[2712]",0.82229
"z[2713]",0.71565
"z[2714]",0.58654
"z[2715]",0.2589
"z[2716]",0.24015
"z[2717]",0.24157
"z[2718]",0.22981
"z[2719]",0.20957
"z[2720]",0.16431
"z[2721]",0.04594
"z[2722]",0.03744
"z[2723]",0.01878
"z[2724]",0.00323
"z[2725]",2e-05
"z[2726]",0
"z[2727]",0.00091
"z[2728]",0.00032
"z[2729]",0.00061
"z[2730]",0
"z[2731]",0.00571
"z[2732]",0.00781
"z[2733]",0.00688
"z[2734]",0.00124
"z[2735]",0.00579
"z[2736]",0.0066
"z[2737]",0.00647
"z[2738]",0.00748
"z[2739]",0.0349
"z[2740]",0.04997
"z[2741]",0.05504
"z[2742]",0.05327
"z[2743]",0.04372
"z[2744]",0.01528
"z[2745]",0.00985
"z[2746]",0.00017
"z[2747]",0.00031
"z[2748]",0.00015
"z[2749]",0.00152
"z[2750]",0.00144
"z[2751]",0.0018
"z[2752]",0.00085
"z[2753]",0.00157
"z[2754]",0.00067
"z[2755]",0.00184
"z[2756]",0.00392
"z[2757]",0.00401
"z[2758]",0.00385
"z[2759]",0.00122
"z[2760]",0.00295
"z[2761]",0.00244
"z[2762]",0
"z[2763]",0.00014
"z[2764]",0.00125
"z[2765]",0.00122
"z[2766]",0.00353
"z[2767]",0.00402
"z[2768]",0.00316
"z[2769]",0.00094
"z[2770]",1e-04
"z[2771]",0.00053
"z[2772]",0.00021
"z[2773]",0
"z[2774]",0.00057
"z[2775]",0.00032
"z[2776]",0.00291
"z[2777]",0.00395
"z[2778]",0.00399
"z[2779]",0.00203
"z[2780]",9.99999999999999e-06
"z[2781]",0
"z[2782]",0.00154
"z[2783]",0.00305
"z[2784]",0.51531
"z[2785]",0.72681
"z[2786]",0.81508
"z[2787]",0.87912
"z[2788]",0.93005
"z[2789]",0.95994
"z[2790]",0.97428
"z[2791]",0.97926
"z[2792]",0.98864
"z[2793]",0.99304
"z[2794]",0.99404
"z[2795]",0.99633
"z[2796]",0.99617
"z[2797]",0.99405
"z[2798]",0.9876
"z[2799]",0.97446
"z[2800]",0.95063
"z[2801]",0.90874
"z[2802]",0.81949
"z[2803]",0.812
"z[2804]",0.78873
"z[2805]",0.73023
"z[2806]",0.66135
"z[2807]",0.55036
"z[2808]",0.5037
"z[2809]",0.4576
"z[2810]",0.40187
"z[2811]",0.26756
"z[2812]",0.03966
"z[2813]",0.02163
"z[2814]",0.02038
"z[2815]",0.03385
"z[2816]",0.03805
"z[2817]",0.03868
"z[2818]",0.04855
"z[2819]",0.0555
"z[2820]",0.07909
"z[2821]",0.08681
"z[2822]",0.08832
"z[2823]",0.08267
"z[2824]",0.07368
"z[2825]",0.05324
"z[2826]",0.00031
"z[2827]",0
"z[2828]",0.00011
"z[2829]",0
"z[2830]",0.00065
"z[2831]",9e-05
"z[2832]",0.00012
"z[2833]",0
"z[2834]",0.00015
"z[2835]",0.00086
"z[2836]",0.00031
"z[2837]",0.00042
"z[2838]",0
"z[2839]",1e-05
"z[2840]",0.00139
"z[2841]",0.00127
"z[2842]",0.00066
"z[2843]",0
"z[2844]",0.00063
"z[2845]",0
"z[2846]",3e-05
"z[2847]",0.00039
"z[2848]",4e-05
"z[2849]",0.00256
"z[2850]",0.00284
"z[2851]",0.00376
"z[2852]",0.00251
"z[2853]",0
"z[2854]",0.0065
"z[2855]",0.01331
"z[2856]",0.01868
"z[2857]",0.03749
"z[2858]",0.07116
"z[2859]",0.15468
"z[2860]",0.19003
"z[2861]",0.26148
"z[2862]",0.29183
"z[2863]",0.33666
"z[2864]",0.35074
"z[2865]",0.4079
"z[2866]",0.51024
"z[2867]",0.55175
"z[2868]",0.56655
"z[2869]",0.56965
"z[2870]",0.55811
"z[2871]",0.54089
"z[2872]",0.49225
"z[2873]",0.36511
"z[2874]",0.42978
"z[2875]",0.45359
"z[2876]",0.45902
"z[2877]",0.48459
"z[2878]",0.49268
"z[2879]",0.54391
"z[2880]",0.56226
"z[2881]",0.5943
"z[2882]",0.61696
"z[2883]",0.727
"z[2884]",0.78002
"z[2885]",0.80227
"z[2886]",0.81005
"z[2887]",0.82072
"z[2888]",0.83584
"z[2889]",0.8407
"z[2890]",0.84616
"z[2891]",0.8497
"z[2892]",0.84425
"z[2893]",0.84264
"z[2894]",0.87499
"z[2895]",0.89096
"z[2896]",0.89763
"z[2897]",0.89651
"z[2898]",0.89227
"z[2899]",0.88802
"z[2900]",0.88455
"z[2901]",0.87633
"z[2902]",0.85239
"z[2903]",0.80373
"z[2904]",0.76242
"z[2905]",0.66212
"z[2906]",0.53285
"z[2907]",0.22124
"z[2908]",0.04806
"z[2909]",0.04929
"z[2910]",0.04582
"z[2911]",0.04975
"z[2912]",0.04722
"z[2913]",0.10584
"z[2914]",0.13502
"z[2915]",0.17456
"z[2916]",0.20407
"z[2917]",0.21833
"z[2918]",0.2206
"z[2919]",0.2113
"z[2920]",0.22685
"z[2921]",0.32063
"z[2922]",0.56604
"z[2923]",0.77091
"z[2924]",0.85106
"z[2925]",0.88213
"z[2926]",0.89496
"z[2927]",0.89883
"z[2928]",0.89548
"z[2929]",0.88606
"z[2930]",0.88127
"z[2931]",0.86469
"z[2932]",0.87157
"z[2933]",0.86927
"z[2934]",0.85954
"z[2935]",0.83092
"z[2936]",0.7697
"z[2937]",0.68376
"z[2938]",0.46597
"z[2939]",0.43153
"z[2940]",0.37258
"z[2941]",0.3384
"z[2942]",0.27321
"z[2943]",0.12086
"z[2944]",0.09925
"z[2945]",0.05265
"z[2946]",0.04
"z[2947]",0.03155
"z[2948]",0.03532
"z[2949]",0.03394
"z[2950]",0.02523
"z[2951]",0.00077
"z[2952]",0.00044
"z[2953]",0.00087
"z[2954]",0
"z[2955]",0.00055
"z[2956]",0.00013
"z[2957]",0
"z[2958]",9.99999999999999e-06
"z[2959]",0
"z[2960]",0.00202
"z[2961]",0.00276
"z[2962]",0.00225
"z[2963]",0.0012
"z[2964]",0.00436
"z[2965]",0.00474
"z[2966]",0.00526
"z[2967]",0.01566
"z[2968]",0.0191
"z[2969]",0.01833
"z[2970]",0.01626
"z[2971]",0.00978
"z[2972]",0.01386
"z[2973]",0.02213
"z[2974]",0.02515
"z[2975]",0.02307
"z[2976]",0.01672
"z[2977]",0.02325
"z[2978]",0.02738
"z[2979]",0.02637
"z[2980]",0.0288
"z[2981]",0.02783
"z[2982]",0.02004
"z[2983]",0.01564
"z[2984]",0.00239
"z[2985]",0.00595
"z[2986]",0.03074
"z[2987]",0.04014
"z[2988]",0.24576
"z[2989]",0.32592
"z[2990]",0.46036
"z[2991]",0.70309
"z[2992]",0.80923
"z[2993]",0.85091
"z[2994]",0.8654
"z[2995]",0.86847
"z[2996]",0.90161
"z[2997]",0.91318
"z[2998]",0.91548
"z[2999]",0.91171
"z[3000]",0.90654
"z[3001]",0.89711
"z[3002]",0.87767
"z[3003]",0.85823
"z[3004]",0.81772
"z[3005]",0.75638
"z[3006]",0.75814
"z[3007]",0.75702
"z[3008]",0.74203
"z[3009]",0.72211
"z[3010]",0.70848
"z[3011]",0.75039
"z[3012]",0.76761
"z[3013]",0.77893
"z[3014]",0.84848
"z[3015]",0.87834
"z[3016]",0.88845
"z[3017]",0.94111
"z[3018]",0.96258
"z[3019]",0.9791
"z[3020]",0.98836
"z[3021]",0.99297
"z[3022]",0.99697
"z[3023]",0.99865
"z[3024]",0.99926
"z[3025]",0.9991
"z[3026]",0.99853
"z[3027]",0.99722
"z[3028]",0.99716
"z[3029]",0.99652
"z[3030]",0.99586
"z[3031]",0.9943
"z[3032]",0.99209
"z[3033]",0.98756
"z[3034]",0.97926
"z[3035]",0.9579
"z[3036]",0.93682
"z[3037]",0.90268
"z[3038]",0.83638
"z[3039]",0.82764
"z[3040]",0.81558
"z[3041]",0.80606
"z[3042]",0.79141
"z[3043]",0.76277
"z[3044]",0.68935
"z[3045]",0.49634
"z[3046]",0.00162
"z[3047]",0.00183
"z[3048]",0.00166
"z[3049]",0.0014
"z[3050]",0.00033
"z[3051]",0.01467
"z[3052]",0.02109
"z[3053]",0.02345
"z[3054]",0.02187
"z[3055]",0.02253
"z[3056]",0.02602
"z[3057]",0.02533
"z[3058]",0.0225
"z[3059]",0.0118
"z[3060]",0.00393
"z[3061]",0.00546
"z[3062]",0.00807
"z[3063]",0.0208
"z[3064]",0.02755
"z[3065]",0.05833
"z[3066]",0.06921
"z[3067]",0.07064
"z[3068]",0.065
"z[3069]",0.09902
"z[3070]",0.32467
"z[3071]",0.46988
"z[3072]",0.73121
"z[3073]",0.86103
"z[3074]",0.92265
"z[3075]",0.94653
"z[3076]",0.95599
"z[3077]",0.96705
"z[3078]",0.97081
"z[3079]",0.97525
"z[3080]",0.97546
"z[3081]",0.97233
"z[3082]",0.97782
"z[3083]",0.9787
"z[3084]",0.97711
"z[3085]",0.98154
"z[3086]",0.9828
"z[3087]",0.98215
"z[3088]",0.97792
"z[3089]",0.96629
"z[3090]",0.95274
"z[3091]",0.9409
"z[3092]",0.90888
"z[3093]",0.83771
"z[3094]",0.65705
"z[3095]",0.37655
"z[3096]",0.08485
"z[3097]",0.08589
"z[3098]",0.08171
"z[3099]",0.07401
"z[3100]",0.10774
"z[3101]",0.12066
"z[3102]",0.12281
"z[3103]",0.11429
"z[3104]",0.1205
"z[3105]",0.12073
"z[3106]",0.1161
"z[3107]",0.09695
"z[3108]",0.09165
"z[3109]",0.08744
"z[3110]",0.08146
"z[3111]",0.06933
"z[3112]",0.03613
"z[3113]",0.00654
"z[3114]",0.00506
"z[3115]",0
"z[3116]",0.00016
"z[3117]",0.00013
"z[3118]",3e-04
"z[3119]",0.00116
"z[3120]",0.01346
"z[3121]",0.01997
"z[3122]",0.02278
"z[3123]",0.02258
"z[3124]",0.027
"z[3125]",0.03335
"z[3126]",0.03455
"z[3127]",0.03411
"z[3128]",0.03663
"z[3129]",0.03779
"z[3130]",0.03593
"z[3131]",0.02668
"z[3132]",0.00216
"z[3133]",0.00392
"z[3134]",0.00335
"z[3135]",0.00137
"z[3136]",0.00534
"z[3137]",0.0061
"z[3138]",0.00408
"z[3139]",0.00551
"z[3140]",0.00499
"z[3141]",0.00417
"z[3142]",5e-05
"z[3143]",7e-04
"z[3144]",0.00016
"z[3145]",0.00027
"z[3146]",0.00024
"z[3147]",0.00158
"z[3148]",0.00107
"z[3149]",0.0022
"z[3150]",0.0013
"z[3151]",0.00169
"z[3152]",9e-05
"z[3153]",3e-05
"z[3154]",0.00042
"z[3155]",0
"z[3156]",1e-04
"z[3157]",1e-05
"z[3158]",0
"z[3159]",0.00259
"z[3160]",0.00347
"z[3161]",0.00326
"z[3162]",0.00102
"z[3163]",0.00114
"z[3164]",2e-05
"z[3165]",0
"z[3166]",0
"z[3167]",0
"z[3168]",0
"z[3169]",5e-04
"z[3170]",0.00014
"z[3171]",0
"z[3172]",0.00149
"z[3173]",0.00134
"z[3174]",9.99999999999999e-06
"z[3175]",0
"z[3176]",0
"z[3177]",9.99999999999999e-06
"z[3178]",6e-05
"z[3179]",0
"z[3180]",0.00171
"z[3181]",0.00156
"z[3182]",6e-05
"z[3183]",0
"z[3184]",0.00082
"z[3185]",0.00125
"z[3186]",1e-04
"z[3187]",0.00025
"z[3188]",5e-04
"z[3189]",0.00035
"z[3190]",4e-05
"z[3191]",0.00081
"z[3192]",0.00047
"z[3193]",0.00046
"z[3194]",0.00198
"z[3195]",0.00197
"z[3196]",0
"z[3197]",8e-05
"z[3198]",0.00023
"z[3199]",0.00086
"z[3200]",0.00284
"z[3201]",0.00416
"z[3202]",0.00356
"z[3203]",4e-05
"z[3204]",0.00254
"z[3205]",0.00263
"z[3206]",0.00039
"z[3207]",0.00072
"z[3208]",0
"z[3209]",0.00071
"z[3210]",0.00029
"z[3211]",4e-05
"z[3212]",0
"z[3213]",3e-05
"z[3214]",0
"z[3215]",5e-05
"z[3216]",0
"z[3217]",0
"z[3218]",0.00021
"z[3219]",1e-05
"z[3220]",2e-05
"z[3221]",7e-05
"z[3222]",0
"z[3223]",0
"z[3224]",0
"z[3225]",0.00035
"z[3226]",0
"z[3227]",0
"z[3228]",4e-05
"z[3229]",0.00156
"z[3230]",0.00143
"z[3231]",0.00231
"z[3232]",0.00326
"z[3233]",0.00236
"z[3234]",0.00308
"z[3235]",0.00668
"z[3236]",0.00948
"z[3237]",0.01133
"z[3238]",0.01176
"z[3239]",0.00974
"z[3240]",0.01118
"z[3241]",0.0102
"z[3242]",0.00664
"z[3243]",0.00018
"z[3244]",0.00047
"z[3245]",0.00035
"z[3246]",0.00236
"z[3247]",0.00252
"z[3248]",0.00061
"z[3249]",0.00267
"z[3250]",0.00266
"z[3251]",0.00232
"z[3252]",0.00044
"z[3253]",0.00031
"z[3254]",0.00193
"z[3255]",0.00206
"z[3256]",6e-05
"z[3257]",3e-05
"z[3258]",0.00468
"z[3259]",0.00556
"z[3260]",0.00371
"z[3261]",0.00447
"z[3262]",0.00327
"z[3263]",0.00268
"z[3264]",0.00045
"z[3265]",0.00297
"z[3266]",0.00615
"z[3267]",0.006
"z[3268]",0.00307
"z[3269]",0.00186
"z[3270]",0.00685
"z[3271]",0.01056
"z[3272]",0.01891
"z[3273]",0.02461
"z[3274]",0.03206
"z[3275]",0.03269
"z[3276]",0.03008
"z[3277]",0.02046
"z[3278]",0.02033
"z[3279]",0.01551
"z[3280]",1e-04
"z[3281]",0.00092
"z[3282]",0.00035
"z[3283]",0.00162
"z[3284]",0.00162
"z[3285]",0.00249
"z[3286]",0.0104
"z[3287]",0.01273
"z[3288]",0.01153
"z[3289]",0.00642
"z[3290]",0.00564
"z[3291]",0.0022
"z[3292]",0.00087
"z[3293]",0.00093
"z[3294]",0.00067
"z[3295]",0
"z[3296]",2e-04
"z[3297]",0.00076
"z[3298]",0.00123
"z[3299]",0.00032
"z[3300]",0.00522
"z[3301]",0.01152
"z[3302]",0.01284
"z[3303]",0.02021
"z[3304]",0.02275
"z[3305]",0.02188
"z[3306]",0.02183
"z[3307]",0.0181
"z[3308]",0.01231
"z[3309]",0.00952
"z[3310]",0.00128
"z[3311]",0.00085
"z[3312]",0.00201
"z[3313]",0.00204
"z[3314]",0.0015
"z[3315]",0.00109
"z[3316]",0.00344
"z[3317]",0.004
"z[3318]",0.00645
"z[3319]",0.00839
"z[3320]",0.00739
"z[3321]",0.00487
"z[3322]",0.00544
"z[3323]",0.00464
"z[3324]",0.00334
"z[3325]",0.00023
"z[3326]",0.00135
"z[3327]",0.00151
"z[3328]",0
"z[3329]",0.00055
"z[3330]",2e-05
"z[3331]",0.00448
"z[3332]",0.00542
"z[3333]",0.00448
"z[3334]",0.00019
"z[3335]",0
"z[3336]",0.00516
"z[3337]",0.01
"z[3338]",0.0118
"z[3339]",0.00978
"z[3340]",0.00474
"z[3341]",0.00569
"z[3342]",0.00627
"z[3343]",0.08744
"z[3344]",0.13008
"z[3345]",0.14492
"z[3346]",0.14692
"z[3347]",0.13678
"z[3348]",0.13711
"z[3349]",0.1293
"z[3350]",0.1086
"z[3351]",0.10999
"z[3352]",0.10517
"z[3353]",0.10455
"z[3354]",0.11106
"z[3355]",0.10833
"z[3356]",0.15314
"z[3357]",0.17967
"z[3358]",0.20142
"z[3359]",0.2622
"z[3360]",0.51224
"z[3361]",0.6128
"z[3362]",0.65221
"z[3363]",0.66455
"z[3364]",0.69616
"z[3365]",0.70844
"z[3366]",0.71274
"z[3367]",0.70808
"z[3368]",0.70614
"z[3369]",0.71111
"z[3370]",0.71953
"z[3371]",0.71706
"z[3372]",0.7027
"z[3373]",0.67506
"z[3374]",0.6077
"z[3375]",0.74609
"z[3376]",0.80078
"z[3377]",0.82248
"z[3378]",0.83704
"z[3379]",0.83922
"z[3380]",0.8816
"z[3381]",0.89757
"z[3382]",0.90353
"z[3383]",0.91929
"z[3384]",0.92367
"z[3385]",0.9216
"z[3386]",0.92553
"z[3387]",0.92195
"z[3388]",0.90942
"z[3389]",0.90381
"z[3390]",0.89477
"z[3391]",0.88922
"z[3392]",0.87003
"z[3393]",0.85355
"z[3394]",0.88053
"z[3395]",0.89016
"z[3396]",0.88967
"z[3397]",0.90695
"z[3398]",0.91138
"z[3399]",0.93346
"z[3400]",0.94039
"z[3401]",0.94565
"z[3402]",0.95035
"z[3403]",0.95592
"z[3404]",0.95559
"z[3405]",0.95187
"z[3406]",0.9485
"z[3407]",0.94396
"z[3408]",0.95423
"z[3409]",0.95678
"z[3410]",0.95615
"z[3411]",0.96273
"z[3412]",0.96727
"z[3413]",0.96784
"z[3414]",0.96502
"z[3415]",0.95982
"z[3416]",0.95928
"z[3417]",0.95947
"z[3418]",0.96984
"z[3419]",0.9774
"z[3420]",0.97913
"z[3421]",0.97955
"z[3422]",0.98786
"z[3423]",0.99109
"z[3424]",0.99357
"z[3425]",0.9942
"z[3426]",0.99318
"z[3427]",0.99283
"z[3428]",0.98994
"z[3429]",0.99537
"z[3430]",0.99773
"z[3431]",0.99884
"z[3432]",0.99906
"z[3433]",0.99884
"z[3434]",0.9989
"z[3435]",0.99903
"z[3436]",0.99924
"z[3437]",0.99927
"z[3438]",0.99938
"z[3439]",0.9995
"z[3440]",0.99941
"z[3441]",0.99909
"z[3442]",0.99947
"z[3443]",0.99959
"z[3444]",0.99953
"z[3445]",0.99945
"z[3446]",0.99915
"z[3447]",0.99834
"z[3448]",0.9987
"z[3449]",0.99819
"z[3450]",0.99647
"z[3451]",0.99377
"z[3452]",0.99018
"z[3453]",0.98609
"z[3454]",0.9851
"z[3455]",0.98166
"z[3456]",0.97044
"z[3457]",0.94528
"z[3458]",0.93226
"z[3459]",0.90254
"z[3460]",0.88188
"z[3461]",0.83451
"z[3462]",0.81503
"z[3463]",0.77423
"z[3464]",0.78632
"z[3465]",0.7908
"z[3466]",0.79036
"z[3467]",0.78745
"z[3468]",0.78798
"z[3469]",0.89925
"z[3470]",0.94251
"z[3471]",0.97339
"z[3472]",0.98654
"z[3473]",0.99279
"z[3474]",0.99662
"z[3475]",0.99836
"z[3476]",0.99896
"z[3477]",0.99935
"z[3478]",0.99936
"z[3479]",0.99903
"z[3480]",0.99803
"z[3481]",0.99792
"z[3482]",0.99726
"z[3483]",0.99554
"z[3484]",0.9974
"z[3485]",0.99807
"z[3486]",0.99824
"z[3487]",0.99779
"z[3488]",0.99921
"z[3489]",0.99967
"z[3490]",0.99972
"z[3491]",0.99956
"z[3492]",0.99941
"z[3493]",0.99953
"z[3494]",0.99951
"z[3495]",0.99941
"z[3496]",0.99933
"z[3497]",0.99942
"z[3498]",0.99904
"z[3499]",0.99911
"z[3500]",0.99864
"z[3501]",0.99832
"z[3502]",0.99801
"z[3503]",0.99829
"z[3504]",0.99828
"z[3505]",0.99841
"z[3506]",0.99753
"z[3507]",0.9987
"z[3508]",0.99928
"z[3509]",0.99934
"z[3510]",0.99923
"z[3511]",0.9994
"z[3512]",0.99939
"z[3513]",0.99941
"z[3514]",0.9992
"z[3515]",0.99923
"z[3516]",0.99911
"z[3517]",0.99924
"z[3518]",0.99919
"z[3519]",0.99953
"z[3520]",0.99954
"z[3521]",0.99957
"z[3522]",0.99964
"z[3523]",0.99944
"z[3524]",0.99974
"z[3525]",0.9997
"z[3526]",0.99963
"z[3527]",0.99963
"z[3528]",0.99946
"z[3529]",0.99927
"z[3530]",0.99959
"z[3531]",0.99963
"z[3532]",0.99958
"z[3533]",0.9994
"z[3534]",0.99961
"z[3535]",0.9996
"z[3536]",0.99956
"z[3537]",0.99929
"z[3538]",0.99923
"z[3539]",0.99931
"z[3540]",0.99945
"z[3541]",0.99971
"z[3542]",0.99973
"z[3543]",0.99969
"z[3544]",0.9994
"z[3545]",0.99907
"z[3546]",0.99833
"z[3547]",0.99669
"z[3548]",0.99579
"z[3549]",0.99554
"z[3550]",0.99811
"z[3551]",0.99919
"z[3552]",0.99944
"z[3553]",0.9995
"z[3554]",0.99921
"z[3555]",0.99935
"z[3556]",0.99915
"z[3557]",0.99938
"z[3558]",0.99936
"z[3559]",0.99901
"z[3560]",0.99898
"z[3561]",0.99907
"z[3562]",0.9989
"z[3563]",0.99915
"z[3564]",0.99928
"z[3565]",0.99938
"z[3566]",0.99955
"z[3567]",0.99972
"z[3568]",0.99977
"z[3569]",0.99956
"z[3570]",0.99916
"z[3571]",0.99815
"z[3572]",0.99727
"z[3573]",0.99589
"z[3574]",0.99219
"z[3575]",0.98331
"z[3576]",0.96172
"z[3577]",0.93596
"z[3578]",0.88985
"z[3579]",0.87788
"z[3580]",0.88174
"z[3581]",0.88779
"z[3582]",0.91462
"z[3583]",0.92635
"z[3584]",0.93838
"z[3585]",0.94098
"z[3586]",0.94818
"z[3587]",0.96796
"z[3588]",0.97495
"z[3589]",0.97645
"z[3590]",0.98595
"z[3591]",0.98943
"z[3592]",0.99547
